Date,Service Category,Marketing Channel,Season,Customer Type,Ad Spend,Conversions,Daily Revenue
2024-06-03,Plumbing,Flyers,Summer,New,187.04,3,111.47
2024-06-06,HVAC Repair,Referral,Summer,New,60.44,8,391.48
2024-11-22,Plumbing,Flyers,Fall,Returning,10.73,7,102.16
2025-04-20,HVAC Repair,Referral,Winter,Returning,23.12,9,389.41
2024-07-14,Electrician,Google,Fall,New,182.38,7,229.6
2024-11-04,Plumbing,Flyers,Fall,Returning,145.51,2,29.73
2024-11-30,Cleaning,Referral,Fall,Returning,82.6,9,353.59
2024-07-03,HVAC Repair,Flyers,Fall,New,107.65,10,206.8
2025-03-06,Electrician,Google,Fall,New,189.08,4,95.9
2024-12-15,HVAC Repair,Yelp,Winter,Returning,84.67,5,54.05
2024-12-14,Cleaning,Referral,Winter,New,180.69,7,87.21
2025-02-27,HVAC Repair,Flyers,Summer,Returning,141.43,10,344.07
2024-08-11,HVAC Repair,Flyers,Winter,New,122.32,5,176.14
2025-03-12,Electrician,Yelp,Fall,New,60.62,10,155.09
2024-06-19,Plumbing,Yelp,Summer,Returning,151.64,9,55.54
2025-02-03,Plumbing,Referral,Summer,Returning,114.62,7,284.18
2025-03-20,Plumbing,Flyers,Fall,Returning,171.47,7,53.55
2024-09-15,Cleaning,Flyers,Spring,Returning,172.86,6,176.26
2024-08-20,Cleaning,Referral,Winter,Returning,130.02,7,342.84
2024-09-16,Plumbing,Flyers,Spring,New,124.32,9,137.85
2025-04-12,Plumbing,Google,Winter,New,66,1,10.15
2024-09-04,Cleaning,Flyers,Spring,New,102.8,3,120.92
2024-08-04,Cleaning,Flyers,Winter,Returning,83.17,5,226.32
2025-03-31,Electrician,Referral,Fall,Returning,39.86,5,186.06
2024-05-10,Electrician,Flyers,Spring,Returning,137.6,8,119.15
2024-06-29,Cleaning,Referral,Summer,New,185.04,9,141.91
2024-09-06,HVAC Repair,Flyers,Spring,Returning,96.7,4,176.28
2025-05-01,HVAC Repair,Flyers,Spring,New,197.55,7,332.55
2024-11-27,Plumbing,Flyers,Fall,Returning,174.53,5,82.22
2024-08-14,Electrician,Referral,Winter,Returning,195.69,10,268.88
2025-02-07,Electrician,Flyers,Summer,Returning,123.91,2,67.75
2024-05-11,Electrician,Yelp,Spring,New,135.35,9,287.02
2025-04-15,Plumbing,Yelp,Winter,New,137.87,6,278.3
2025-03-08,Plumbing,Referral,Fall,New,131.8,6,71.77
2025-02-25,HVAC Repair,Google,Summer,New,17.12,3,116.51
2025-01-17,HVAC Repair,Yelp,Spring,Returning,164.47,5,135.1
2024-07-12,HVAC Repair,Flyers,Fall,Returning,149.95,2,69.71
2024-07-14,Cleaning,Flyers,Fall,New,51.41,6,281.88
2024-09-09,HVAC Repair,Yelp,Spring,New,53.35,2,47.78
2024-09-24,Electrician,Flyers,Spring,Returning,124.85,8,324.86
2024-06-29,Plumbing,Yelp,Summer,Returning,129.63,9,372.8
2025-02-28,Cleaning,Referral,Summer,Returning,171.34,6,244.44
2024-09-03,Cleaning,Flyers,Spring,New,154.48,2,94.96
2024-12-20,Cleaning,Flyers,Winter,Returning,180.96,7,162.32
2025-02-05,HVAC Repair,Yelp,Summer,New,79.28,9,242.45
2024-06-09,HVAC Repair,Referral,Summer,Returning,83.58,5,111.28
2024-09-23,Electrician,Yelp,Spring,New,196.19,3,143.55
2024-05-06,Plumbing,Yelp,Spring,Returning,19.34,2,29.19
2024-11-21,Electrician,Google,Fall,New,52.75,10,312.44
2024-11-21,Electrician,Yelp,Fall,New,46.08,2,74.36
2024-06-30,Cleaning,Flyers,Summer,New,12.49,7,126.73
2025-05-02,Cleaning,Google,Spring,New,141.13,8,140.05
2024-07-11,HVAC Repair,Flyers,Fall,Returning,143.08,3,26.58
2024-12-31,Cleaning,Referral,Winter,Returning,93.03,3,121.44
2024-07-23,Cleaning,Flyers,Fall,New,90.35,8,168.65
2024-07-16,HVAC Repair,Yelp,Fall,New,58.76,1,18.1
2025-04-08,Electrician,Google,Winter,Returning,21.62,1,20.17
2024-11-29,HVAC Repair,Referral,Fall,Returning,13.96,10,435.92
2025-02-23,Plumbing,Yelp,Summer,Returning,67.92,8,300.87
2025-03-10,Plumbing,Google,Fall,Returning,94.29,6,94.65
2025-03-05,HVAC Repair,Flyers,Fall,Returning,65.05,8,195.73
2024-07-19,Electrician,Referral,Fall,New,134.35,1,8.09
2024-12-04,Cleaning,Yelp,Winter,Returning,181.96,7,254.64
2024-10-17,Electrician,Yelp,Summer,New,38,6,135.67
2024-11-02,Electrician,Flyers,Fall,Returning,10.66,9,216
2025-02-20,Electrician,Yelp,Summer,New,43.77,3,120.36
2024-05-25,Cleaning,Flyers,Spring,Returning,199.85,2,47.43
2024-10-22,Electrician,Yelp,Summer,Returning,186.78,3,144.48
2025-01-23,Plumbing,Referral,Spring,New,112.51,10,81.99
2024-05-28,Plumbing,Yelp,Spring,New,118.52,6,152.85
2025-03-13,Electrician,Referral,Fall,Returning,134.01,1,45.7
2025-04-25,HVAC Repair,Flyers,Winter,Returning,104.19,3,104.97
2025-04-18,Electrician,Referral,Winter,New,50.16,5,207.23
2024-07-24,HVAC Repair,Referral,Fall,New,151.22,1,47.55
2025-03-17,Plumbing,Referral,Fall,New,32.15,8,117.16
2025-05-02,Cleaning,Yelp,Spring,Returning,130.17,1,17.44
2025-03-02,Electrician,Flyers,Fall,New,146.66,4,76.67
2024-12-18,Cleaning,Flyers,Winter,Returning,65.74,4,44.57
2024-09-01,HVAC Repair,Yelp,Spring,Returning,95.46,6,158.14
2025-04-17,HVAC Repair,Flyers,Winter,Returning,32.63,10,308.63
2024-05-19,Cleaning,Referral,Spring,New,91.88,9,338.35
2024-09-09,Electrician,Yelp,Spring,New,62.1,3,38.49
2024-06-04,HVAC Repair,Yelp,Summer,Returning,23.1,1,6.45
2024-09-11,Plumbing,Google,Spring,New,102.92,9,178.06
2025-02-01,Electrician,Referral,Summer,New,177.86,1,13.03
2025-01-29,HVAC Repair,Flyers,Spring,Returning,166.66,4,199.16
2025-04-09,HVAC Repair,Referral,Winter,Returning,64.84,8,85.48
2025-04-17,Plumbing,Google,Winter,New,184.59,5,44.71
2025-01-05,Plumbing,Flyers,Spring,Returning,186.13,5,86.74
2024-06-14,Plumbing,Referral,Summer,New,191.56,8,284.82
2024-06-03,Cleaning,Google,Summer,New,195.06,7,62.88
2024-10-28,HVAC Repair,Yelp,Summer,Returning,75.76,5,67.94
2025-03-03,Plumbing,Google,Fall,Returning,97.85,6,183.09
2024-12-15,Plumbing,Google,Winter,New,180.4,2,42.42
2025-02-15,HVAC Repair,Google,Summer,New,18.44,5,133.05
2024-10-30,Electrician,Referral,Summer,New,186.8,10,491.13
2025-01-31,Plumbing,Referral,Spring,Returning,23.42,1,34.71
2024-08-22,Cleaning,Flyers,Winter,Returning,99.05,7,113.48
2025-02-09,HVAC Repair,Google,Summer,Returning,51.88,2,36.41
2024-10-20,Cleaning,Flyers,Summer,Returning,128.19,5,88.04
2024-11-21,Plumbing,Flyers,Fall,Returning,88.17,4,195.02
2025-03-19,Electrician,Google,Fall,Returning,142.06,4,30.6
2024-08-06,HVAC Repair,Google,Winter,Returning,171.74,10,486.18
2024-11-20,HVAC Repair,Flyers,Fall,New,57.42,6,89.15
2024-09-05,Plumbing,Flyers,Spring,Returning,119.65,10,492.63
2024-07-09,HVAC Repair,Referral,Fall,New,95.96,5,60.24
2024-10-21,Electrician,Yelp,Summer,Returning,84.32,6,146.46
2024-12-30,HVAC Repair,Google,Winter,Returning,131.6,6,127.89
2024-12-20,Plumbing,Flyers,Winter,Returning,44.03,6,269.01
2024-05-22,Electrician,Flyers,Spring,Returning,149.81,3,46.6
2024-10-17,Electrician,Yelp,Summer,Returning,90.51,1,13.01
2024-11-25,Cleaning,Referral,Fall,New,134.02,2,88.29
2025-03-25,Plumbing,Google,Fall,Returning,170.28,9,98.31
2025-02-17,Cleaning,Google,Summer,New,27.62,8,317.87
2025-04-17,Plumbing,Yelp,Winter,New,187.22,1,43.23
2024-12-15,HVAC Repair,Referral,Winter,Returning,114.88,5,73.63
2025-01-07,Cleaning,Flyers,Spring,New,152.61,3,60.55
2024-06-11,Plumbing,Referral,Summer,New,146.48,5,91.7
2024-09-09,Plumbing,Referral,Spring,Returning,177.89,3,101.49
2025-02-16,HVAC Repair,Flyers,Summer,New,112.28,10,172.35
2024-05-17,Electrician,Google,Spring,Returning,147.78,1,26.86
2024-06-29,Cleaning,Yelp,Summer,New,11.77,2,39.62
2024-07-13,HVAC Repair,Google,Fall,New,117.23,9,370.8
2025-04-28,Electrician,Yelp,Winter,New,102.09,6,96.89
2024-05-07,Electrician,Referral,Spring,New,51.11,3,138.21
2024-05-20,HVAC Repair,Yelp,Spring,New,165.29,1,29.82
2024-09-08,Plumbing,Referral,Spring,Returning,171.67,1,45.36
2024-12-30,Plumbing,Yelp,Winter,New,47.3,3,70.39
2024-05-16,HVAC Repair,Flyers,Spring,Returning,134.74,7,280.18
2025-03-16,Cleaning,Flyers,Fall,Returning,102.99,4,146.04
2024-09-30,Electrician,Google,Spring,New,162.12,7,247.29
2024-10-08,Cleaning,Yelp,Summer,Returning,57.47,3,77.57
2025-02-20,HVAC Repair,Flyers,Summer,New,156.98,10,479.25
2025-01-16,Cleaning,Yelp,Spring,New,32.17,10,443.86
2025-03-22,HVAC Repair,Yelp,Fall,Returning,108.93,4,168.47
2024-11-22,Plumbing,Google,Fall,Returning,28.8,9,205.72
2024-06-21,Plumbing,Referral,Summer,New,50.27,4,169.58
2024-07-14,Plumbing,Google,Fall,New,132.98,5,68.64
2024-09-19,Electrician,Referral,Spring,Returning,66.51,8,355.28
2024-08-22,HVAC Repair,Referral,Winter,New,54.37,1,8.47
2024-07-07,Electrician,Referral,Fall,Returning,163.25,2,18.36
2024-11-25,HVAC Repair,Flyers,Fall,New,59.21,5,205.54
2024-07-04,Plumbing,Google,Fall,New,163.36,8,369.89
2024-11-29,Cleaning,Google,Fall,Returning,47.17,1,7.31
2024-05-06,HVAC Repair,Referral,Spring,Returning,176.04,4,144.26
2024-11-11,Cleaning,Yelp,Fall,Returning,150.8,6,155.65
2025-01-20,HVAC Repair,Google,Spring,Returning,184.79,7,219.08
2024-07-09,Electrician,Yelp,Fall,Returning,151.22,1,34.66
2024-05-05,Electrician,Flyers,Spring,Returning,186.34,5,95.04
2025-03-01,Plumbing,Google,Fall,New,136.73,2,91.69
2024-10-08,Plumbing,Flyers,Summer,Returning,158.84,9,170.45
2024-06-11,HVAC Repair,Flyers,Summer,Returning,77.33,5,60.97
2024-08-16,Plumbing,Referral,Winter,New,29.98,3,98.35
2024-07-14,Electrician,Flyers,Fall,Returning,182.11,7,205.39
2024-12-09,Cleaning,Google,Winter,Returning,116.14,4,105.58
2024-11-04,Plumbing,Flyers,Fall,Returning,28.1,1,48.31
2024-09-03,Cleaning,Flyers,Spring,New,13.93,6,278.94
2024-05-05,HVAC Repair,Yelp,Spring,Returning,13.36,9,132.34
2024-11-21,Electrician,Yelp,Fall,New,34.3,8,233.09
2025-04-04,Plumbing,Yelp,Winter,New,89.86,2,70.11
2024-08-20,Electrician,Yelp,Winter,New,142.24,9,240.56
2025-04-12,Plumbing,Yelp,Winter,New,34.21,6,258.46
2025-01-25,Cleaning,Yelp,Spring,Returning,92.94,9,430.45
2024-12-25,Plumbing,Referral,Winter,Returning,93.08,2,60.99
2024-12-14,Electrician,Referral,Winter,New,164.15,5,201.86
2025-01-29,Cleaning,Flyers,Spring,New,129.99,8,265.43
2024-07-01,Electrician,Google,Fall,New,54.34,10,382.19
2025-03-01,HVAC Repair,Flyers,Fall,Returning,88.19,7,243.02
2024-07-13,HVAC Repair,Yelp,Fall,New,111.75,1,32.21
2024-09-25,Plumbing,Google,Spring,Returning,37.35,4,23.71
2025-02-13,Cleaning,Referral,Summer,Returning,102.32,4,60.46
2025-01-23,Electrician,Flyers,Spring,New,90.14,2,49.17
2024-05-23,Electrician,Flyers,Spring,New,159.3,4,90.74
2024-11-21,HVAC Repair,Google,Fall,Returning,120.68,8,274.85
2024-06-07,Cleaning,Referral,Summer,New,68.68,7,68.28
2024-08-12,Electrician,Google,Winter,New,92.21,4,62.29
2024-05-31,HVAC Repair,Referral,Spring,Returning,137.72,2,81.83
2024-05-12,Electrician,Google,Spring,Returning,42.6,4,142.92
2024-09-05,HVAC Repair,Flyers,Spring,New,75.45,5,187.81
2024-08-05,Cleaning,Yelp,Winter,Returning,63.64,2,98.99
2025-03-22,Plumbing,Referral,Fall,Returning,35.49,9,316.4
2024-12-18,HVAC Repair,Google,Winter,Returning,106.05,8,250.96
2024-12-04,Plumbing,Flyers,Winter,Returning,43.28,6,260.59
2024-05-16,HVAC Repair,Yelp,Spring,New,137.48,1,9.64
2024-06-01,Plumbing,Google,Summer,New,132.23,7,192.95
2024-10-22,Electrician,Google,Summer,New,188.47,4,177.08
2024-11-13,Electrician,Referral,Fall,New,193.98,2,58.9
2024-09-13,Cleaning,Referral,Spring,New,35.33,3,114.19
2025-04-26,Electrician,Referral,Winter,New,141.36,8,124.28
2025-02-13,Cleaning,Yelp,Summer,Returning,108.53,9,92.08
2024-09-08,Plumbing,Referral,Spring,Returning,199.67,4,39.63
2025-01-25,HVAC Repair,Referral,Spring,New,116.28,8,300.88
2024-11-18,Cleaning,Flyers,Fall,New,73.25,4,197.5
2024-10-27,Plumbing,Flyers,Summer,New,191.66,7,274.04
2024-08-31,Cleaning,Google,Winter,Returning,91.8,2,21.16
2024-07-12,Plumbing,Flyers,Fall,New,189.3,6,52.67
2025-03-14,Electrician,Yelp,Fall,Returning,113.7,3,129.53
2024-09-02,Electrician,Google,Spring,Returning,48.97,8,249.13
2024-07-19,Electrician,Flyers,Fall,New,80.15,3,92.9
2024-12-21,Plumbing,Referral,Winter,Returning,175.43,10,189.51
2024-09-22,Cleaning,Flyers,Spring,New,48.9,5,41.05
2025-03-12,HVAC Repair,Referral,Fall,New,23.38,9,220.72
2025-04-03,HVAC Repair,Google,Winter,Returning,123.58,5,69.02
2024-05-16,HVAC Repair,Referral,Spring,Returning,152.48,8,388.44
2025-03-02,HVAC Repair,Referral,Fall,New,168.92,9,59.42
2024-12-10,Electrician,Google,Winter,Returning,177.78,2,68.5
2025-03-27,Electrician,Flyers,Fall,Returning,162.78,7,299.12
2024-06-10,Cleaning,Flyers,Summer,New,152.33,6,279.68
2024-08-16,HVAC Repair,Referral,Winter,Returning,42.87,2,63.85
2024-05-09,HVAC Repair,Yelp,Spring,New,109.29,7,161.31
2024-06-25,HVAC Repair,Google,Summer,Returning,33.09,6,276.78
2024-11-23,Cleaning,Google,Fall,Returning,27.01,7,48.51
2025-03-13,HVAC Repair,Google,Fall,New,117.06,10,184.31
2024-09-19,Plumbing,Google,Spring,New,129.69,10,479.54
2025-02-12,Electrician,Flyers,Summer,New,71.57,6,40.85
2024-12-27,Plumbing,Google,Winter,Returning,90.62,7,132.23
2024-07-09,HVAC Repair,Google,Fall,Returning,173.6,9,409.63
2025-03-11,Cleaning,Yelp,Fall,Returning,187.35,9,54.87
2025-03-02,Plumbing,Referral,Fall,New,141.91,6,107.94
2024-05-30,Electrician,Referral,Spring,New,47.32,4,149.33
2024-06-17,Cleaning,Google,Summer,Returning,151.05,10,289.83
2024-07-14,Cleaning,Referral,Fall,New,114.93,6,228.13
2024-10-04,HVAC Repair,Flyers,Summer,New,119.14,8,384.62
2025-04-11,Plumbing,Yelp,Winter,New,37.4,9,283.05
2024-07-23,Plumbing,Yelp,Fall,New,21.09,2,55.81
2024-08-02,Plumbing,Flyers,Winter,Returning,158.85,10,101.6
2024-11-14,Electrician,Google,Fall,Returning,180.42,9,334.71
2025-02-11,Electrician,Flyers,Summer,New,110.05,2,67.13
2024-12-11,HVAC Repair,Referral,Winter,New,59.77,5,145.59
2024-11-14,HVAC Repair,Google,Fall,Returning,57.72,8,357.86
2025-04-24,HVAC Repair,Google,Winter,Returning,15.79,2,47.36
2024-12-25,Cleaning,Google,Winter,New,180.41,10,361.04
2024-12-14,HVAC Repair,Yelp,Winter,New,143.03,4,76.34
2024-06-04,Electrician,Flyers,Summer,New,129.18,6,288.51
2024-11-19,HVAC Repair,Flyers,Fall,Returning,188.39,8,221.98
2025-04-04,Electrician,Yelp,Winter,Returning,193.96,6,93.02
2025-03-04,Electrician,Flyers,Fall,Returning,181.23,5,147.34
2024-07-20,Cleaning,Referral,Fall,New,43.72,7,236.74
2024-12-05,Electrician,Google,Winter,Returning,87.2,4,28.47
2024-12-02,HVAC Repair,Yelp,Winter,Returning,18.52,3,91.16
2024-06-03,HVAC Repair,Flyers,Summer,New,152.94,2,73.69
2024-06-06,HVAC Repair,Flyers,Summer,New,63.96,3,111.47
2024-05-21,Plumbing,Yelp,Spring,New,89.93,4,116.54
2024-11-16,Cleaning,Google,Fall,Returning,155.24,8,298.69
2024-10-30,Cleaning,Flyers,Summer,Returning,118.55,6,33.64
2024-11-02,Electrician,Google,Fall,Returning,197.37,2,97.68
2024-05-14,HVAC Repair,Google,Spring,New,65.77,6,35.61
2024-05-02,Plumbing,Flyers,Spring,Returning,130.72,9,232.68
2024-09-12,Electrician,Flyers,Spring,Returning,165.41,1,33.81
2024-12-05,Electrician,Referral,Winter,New,140.93,6,254.56
2025-02-09,Cleaning,Referral,Summer,New,156.44,4,158.87
2024-08-21,Plumbing,Referral,Winter,New,199.34,10,200.63
2024-07-10,Cleaning,Yelp,Fall,New,131.58,5,142.54
2025-01-11,Electrician,Google,Spring,New,109.58,1,13.07
2024-09-22,HVAC Repair,Google,Spring,Returning,67.2,10,194.21
2024-08-28,Electrician,Referral,Winter,New,43.3,3,92.14
2024-10-06,Plumbing,Flyers,Summer,Returning,116.68,4,62.69
2024-12-17,HVAC Repair,Flyers,Winter,New,175.36,7,107.82
2024-11-27,Cleaning,Google,Fall,New,71.58,2,85.97
2024-08-08,HVAC Repair,Referral,Winter,New,173.68,10,432.09
2024-12-12,Cleaning,Flyers,Winter,New,156.56,8,280.32
2024-09-08,Cleaning,Google,Spring,Returning,12.39,9,97.73
2025-04-28,Plumbing,Referral,Winter,New,147.44,6,183.23
2025-04-20,Electrician,Google,Winter,New,112.98,6,36.98
2024-07-14,HVAC Repair,Flyers,Fall,Returning,130.95,1,14.13
2025-01-14,Plumbing,Yelp,Spring,New,199.44,8,170.84
2024-12-09,Plumbing,Google,Winter,Returning,28.11,2,13.41
2025-01-04,Electrician,Flyers,Spring,Returning,47.64,8,386.94
2024-10-27,Electrician,Referral,Summer,Returning,77.57,9,352.44
2024-11-02,Electrician,Referral,Fall,New,70.59,4,55.63
2024-10-29,Cleaning,Referral,Summer,New,174.73,1,34.19
2025-02-21,Plumbing,Google,Summer,Returning,138.79,3,126.65
2025-03-14,Electrician,Flyers,Fall,New,197.07,10,376.65
2025-02-15,Plumbing,Google,Summer,New,193.17,6,132.2
2025-04-29,Cleaning,Flyers,Winter,Returning,132.19,3,140.32
2025-04-21,Cleaning,Yelp,Winter,Returning,175.42,6,248.59
2025-04-22,Cleaning,Yelp,Winter,Returning,42.81,3,50.4
2025-01-02,Electrician,Flyers,Spring,Returning,180.65,9,201.81
2024-12-29,Electrician,Referral,Winter,Returning,122.03,6,142.29
2024-07-22,Cleaning,Google,Fall,New,43.75,2,97.82
2024-09-06,Cleaning,Flyers,Spring,New,122.87,9,258.52
2024-07-09,Cleaning,Google,Fall,Returning,122.47,10,88.08
2024-10-09,Plumbing,Referral,Summer,New,44.39,5,131.02
2024-11-02,HVAC Repair,Flyers,Fall,Returning,91.08,7,141.2
2024-09-19,Cleaning,Flyers,Spring,Returning,149.52,9,377.22
2024-11-19,HVAC Repair,Google,Fall,New,10.86,8,368.62
2024-06-19,HVAC Repair,Google,Summer,New,179.57,2,12.06
2025-01-22,Electrician,Google,Spring,Returning,111.65,4,124.06
2024-09-04,Cleaning,Yelp,Spring,New,28.86,1,17.21
2024-06-23,Electrician,Flyers,Summer,New,30.89,3,126.04
2025-03-01,HVAC Repair,Yelp,Fall,New,32.21,8,58.71
2025-01-08,HVAC Repair,Referral,Spring,New,184.83,4,116.3
2024-06-19,Electrician,Referral,Summer,New,173,9,395.94
2025-02-01,Cleaning,Referral,Summer,Returning,76.97,3,55.78
2024-12-08,HVAC Repair,Flyers,Winter,New,72.69,9,439.66
2024-08-15,HVAC Repair,Yelp,Winter,New,168.63,5,149.82
2024-07-28,Electrician,Flyers,Fall,Returning,184.57,5,232.94
2025-01-05,Plumbing,Google,Spring,New,45.77,5,156.66
2024-07-09,HVAC Repair,Google,Fall,New,113.27,1,27.78
2024-10-02,HVAC Repair,Google,Summer,New,147.55,1,12.18
2025-03-31,Plumbing,Google,Fall,Returning,166.61,8,373.59
2024-11-25,Plumbing,Referral,Fall,Returning,198.17,4,139.33
2024-09-18,Plumbing,Yelp,Spring,New,141.53,3,16.46
2024-12-19,HVAC Repair,Referral,Winter,Returning,187.8,2,12.68
2024-10-02,HVAC Repair,Google,Summer,New,164.4,7,292.12
2024-06-15,HVAC Repair,Flyers,Summer,Returning,155.68,2,45.39
2025-04-26,Plumbing,Google,Winter,Returning,26.77,4,55.91
2024-08-21,HVAC Repair,Referral,Winter,Returning,14.58,1,14.79
2024-07-31,Electrician,Google,Fall,Returning,161.59,9,288.54
2024-08-20,Plumbing,Referral,Winter,New,14.54,2,86.43
2025-04-29,Cleaning,Flyers,Winter,New,85.05,3,46.04
2024-09-05,Plumbing,Flyers,Spring,Returning,97.75,2,15.13
2025-03-06,Plumbing,Referral,Fall,New,132.8,6,288.62
2024-05-04,HVAC Repair,Yelp,Spring,New,79.28,1,16.6
2024-05-16,Electrician,Flyers,Spring,Returning,197.15,3,77.77
2025-04-21,Plumbing,Google,Winter,New,24.49,3,71.04
2025-04-14,Cleaning,Referral,Winter,New,169.98,4,184.36
2025-01-09,Cleaning,Referral,Spring,Returning,177.08,9,167.65
2024-05-19,Cleaning,Yelp,Spring,New,54.24,7,107.05
2024-08-30,HVAC Repair,Google,Winter,New,137.28,2,54.86
2025-02-20,Cleaning,Yelp,Summer,New,129.48,2,74.48
2024-11-06,HVAC Repair,Google,Fall,Returning,96.29,10,148.24
2025-01-10,Electrician,Referral,Spring,Returning,149.04,1,28.68
2025-02-12,Electrician,Yelp,Summer,Returning,103.54,6,290.62
2024-11-17,Cleaning,Flyers,Fall,Returning,30.05,5,134.71
2024-09-20,Electrician,Referral,Spring,Returning,33.54,1,49.01
2024-05-10,Electrician,Google,Spring,Returning,129.56,1,35.79
2024-10-23,HVAC Repair,Referral,Summer,New,166.56,7,98.62
2025-03-06,Plumbing,Flyers,Fall,Returning,18.33,9,265.82
2024-09-20,Cleaning,Google,Spring,New,137,6,274.7
2025-03-23,Cleaning,Flyers,Fall,Returning,75.04,3,77.9
2024-05-06,Plumbing,Google,Spring,Returning,163.59,1,34.06
2024-08-01,Plumbing,Yelp,Winter,New,125.53,4,78.14
2024-09-04,HVAC Repair,Yelp,Spring,Returning,138.88,2,45.28
2024-12-08,Cleaning,Yelp,Winter,Returning,82.02,3,48.99
2024-08-27,Plumbing,Google,Winter,New,40.42,8,375.53
2024-05-03,Electrician,Flyers,Spring,New,135.5,5,192.14
2025-04-04,Cleaning,Google,Winter,Returning,184.46,5,248.89
2024-12-30,HVAC Repair,Referral,Winter,Returning,102.03,5,33.73
2024-08-17,Electrician,Flyers,Winter,New,143.48,3,144.32
2024-09-16,Electrician,Yelp,Spring,Returning,75.12,4,184.3
2024-10-08,HVAC Repair,Google,Summer,Returning,68.35,8,299.56
2025-01-26,Electrician,Google,Spring,New,129.16,4,192.62
2025-03-12,Electrician,Yelp,Fall,New,50.71,5,237.47
2024-07-30,HVAC Repair,Flyers,Fall,Returning,45.16,1,44.34
2025-01-09,Electrician,Referral,Spring,Returning,127.31,5,98.88
2024-12-24,Plumbing,Yelp,Winter,New,31.1,8,379.36
2024-06-28,HVAC Repair,Google,Summer,Returning,173.9,6,56.79
2024-06-27,Plumbing,Yelp,Summer,New,62.99,10,378.74
2024-10-19,Electrician,Google,Summer,New,34.76,2,21.8
2024-10-21,Plumbing,Referral,Summer,Returning,48.38,9,97.2
2025-01-16,HVAC Repair,Referral,Spring,New,10.21,3,55.31
2024-12-08,Electrician,Referral,Winter,Returning,58.71,3,31.43
2025-04-02,Electrician,Yelp,Winter,Returning,179.07,8,260.78
2025-03-05,HVAC Repair,Google,Fall,New,68.63,6,66.83
2024-07-08,HVAC Repair,Google,Fall,New,19.08,1,46.04
2024-08-24,Plumbing,Referral,Winter,Returning,83.7,8,363.87
2025-01-21,HVAC Repair,Yelp,Spring,New,146,6,179.83
2024-05-13,Electrician,Google,Spring,Returning,117.54,10,422.94
2024-06-02,Electrician,Google,Summer,New,174.07,4,56.01
2025-04-12,Electrician,Google,Winter,Returning,23.07,6,89.67
2024-11-07,Electrician,Referral,Fall,Returning,24.06,3,80.55
2025-02-10,Plumbing,Yelp,Summer,New,68.22,2,33.1
2024-05-12,Cleaning,Referral,Spring,New,120.12,7,134.81
2024-07-15,Plumbing,Referral,Fall,New,189.45,8,257.03
2024-06-24,Electrician,Google,Summer,Returning,17.56,3,27.83
2024-09-13,Cleaning,Yelp,Spring,Returning,87.54,9,423.31
2024-10-23,HVAC Repair,Flyers,Summer,New,195.97,6,167.85
2024-09-26,Plumbing,Yelp,Spring,Returning,59.7,10,321.57
2024-11-30,HVAC Repair,Flyers,Fall,Returning,21.68,3,127.25
2024-12-20,Plumbing,Referral,Winter,Returning,28.86,5,69.36
2024-09-02,Cleaning,Google,Spring,New,41.77,3,81.23
2024-11-10,Plumbing,Flyers,Fall,Returning,127.08,10,185.54
2024-08-14,HVAC Repair,Flyers,Winter,New,179.65,1,32.12
2024-11-17,Electrician,Flyers,Fall,Returning,135.89,7,179.33
2024-09-17,Plumbing,Flyers,Spring,New,71.43,8,227.02
2025-01-18,Electrician,Flyers,Spring,Returning,187.31,6,151.59
2024-07-05,HVAC Repair,Google,Fall,New,80.29,4,109.16
2025-01-16,Plumbing,Google,Spring,Returning,151.8,6,274.24
2025-03-16,Cleaning,Google,Fall,New,58.41,4,50.28
2025-03-24,HVAC Repair,Referral,Fall,Returning,120.98,4,115.7
2025-04-12,Electrician,Flyers,Winter,Returning,161.67,10,108.64
2025-02-21,Cleaning,Flyers,Summer,New,162.59,10,250.51
2024-09-07,HVAC Repair,Google,Spring,New,72.89,1,19.59
